FIPS,STNAME,County,POPESTIMATE2019,PER100K
01000,Alabama,Alabama,4903185,49.03185
01001,Alabama,Autauga,55869,0.55869
01003,Alabama,Baldwin,223234,2.23234
01005,Alabama,Barbour,24686,0.24686
01007,Alabama,Bibb,22394,0.22394
01009,Alabama,Blount,57826,0.57826
01011,Alabama,Bullock,10101,0.10101
01013,Alabama,Butler,19448,0.19448
01015,Alabama,Calhoun,113605,1.13605
01017,Alabama,Chambers,33254,0.33254
01019,Alabama,Cherokee,26196,0.26196
01021,Alabama,Chilton,44428,0.44428
01023,Alabama,Choctaw,12589,0.12589
01025,Alabama,Clarke,23622,0.23622
01027,Alabama,Clay,13235,0.13235
01029,Alabama,Cleburne,14910,0.1491
01031,Alabama,Coffee,52342,0.52342
01033,Alabama,Colbert,55241,0.55241
01035,Alabama,Conecuh,12067,0.12067
01037,Alabama,Coosa,10663,0.10663
01039,Alabama,Covington,37049,0.37049
01041,Alabama,Crenshaw,13772,0.13772
01043,Alabama,Cullman,83768,0.83768
01045,Alabama,Dale,49172,0.49172
01047,Alabama,Dallas,37196,0.37196
01049,Alabama,DeKalb,71513,0.71513
01051,Alabama,Elmore,81209,0.81209
01053,Alabama,Escambia,36633,0.36633
01055,Alabama,Etowah,102268,1.02268
01057,Alabama,Fayette,16302,0.16302
01059,Alabama,Franklin,31362,0.31362
01061,Alabama,Geneva,26271,0.26271
01063,Alabama,Greene,8111,0.08111
01065,Alabama,Hale,14651,0.14651
01067,Alabama,Henry,17205,0.17205
01069,Alabama,Houston,105882,1.05882
01071,Alabama,Jackson,51626,0.51626
01073,Alabama,Jefferson,658573,6.58573
01075,Alabama,Lamar,13805,0.13805
01077,Alabama,Lauderdale,92729,0.92729
01079,Alabama,Lawrence,32924,0.32924
01081,Alabama,Lee,164542,1.64542
01083,Alabama,Limestone,98915,0.98915
01085,Alabama,Lowndes,9726,0.09726
01087,Alabama,Macon,18068,0.18068
01089,Alabama,Madison,372909,3.72909
01091,Alabama,Marengo,18863,0.18863
01093,Alabama,Marion,29709,0.29709
01095,Alabama,Marshall,96774,0.96774
01097,Alabama,Mobile,413210,4.1321
01099,Alabama,Monroe,20733,0.20733
01101,Alabama,Montgomery,226486,2.26486
01103,Alabama,Morgan,119679,1.19679
01105,Alabama,Perry,8923,0.08923
01107,Alabama,Pickens,19930,0.1993
01109,Alabama,Pike,33114,0.33114
01111,Alabama,Randolph,22722,0.22722
01113,Alabama,Russell,57961,0.57961
01115,Alabama,St. Clair,89512,0.89512
01117,Alabama,Shelby,217702,2.17702
01119,Alabama,Sumter,12427,0.12427
01121,Alabama,Talladega,79978,0.79978
01123,Alabama,Tallapoosa,40367,0.40367
01125,Alabama,Tuscaloosa,209355,2.09355
01127,Alabama,Walker,63521,0.63521
01129,Alabama,Washington,16326,0.16326
01131,Alabama,Wilcox,10373,0.10373
01133,Alabama,Winston,23629,0.23629
02000,Alaska,Alaska,731545,7.31545
02013,Alaska,Aleutians East,3337,0.03337
02016,Alaska,Aleutians West,5634,0.05634
02020,Alaska,Anchorage,288000,2.88
02050,Alaska,Bethel,18386,0.18386
02060,Alaska,Bristol Bay,836,0.00836
02068,Alaska,Denali,2097,0.02097
02070,Alaska,Dillingham,4916,0.04916
02090,Alaska,Fairbanks North Star,96849,0.96849
02100,Alaska,Haines,2530,0.0253
02105,Alaska,Hoonah-Angoon,2148,0.02148
02110,Alaska,Juneau,31974,0.31974
02122,Alaska,Kenai Peninsula,58708,0.58708
02130,Alaska,Ketchikan Gateway,13901,0.13901
02150,Alaska,Kodiak Island,12998,0.12998
02158,Alaska,Wade Hampton,8314,0.08314
02164,Alaska,Lake and Peninsula,1592,0.01592
02170,Alaska,Matanuska-Susitna,108317,1.08317
02180,Alaska,Nome,10004,0.10004
02185,Alaska,North Slope,9832,0.09832
02188,Alaska,Northwest Arctic,7621,0.07621
02195,Alaska,Petersburg,3266,0.03266
02198,Alaska,Prince of Wales-Hyder,6203,0.06203
02220,Alaska,Sitka,8493,0.08493
02230,Alaska,Skagway,1183,0.01183
02240,Alaska,Southeast Fairbanks,6893,0.06893
02261,Alaska,Valdez-Cordova,9202,0.09202
02275,Alaska,Wrangell,2502,0.02502
02282,Alaska,Yakutat,579,0.00579
02290,Alaska,Yukon-Koyukuk,5230,0.0523
04000,Arizona,Arizona,7278717,72.78717
04001,Arizona,Apache,71887,0.71887
04003,Arizona,Cochise,125922,1.25922
04005,Arizona,Coconino,143476,1.43476
04007,Arizona,Gila,54018,0.54018
04009,Arizona,Graham,38837,0.38837
04011,Arizona,Greenlee,9498,0.09498
04012,Arizona,La Paz,21108,0.21108
04013,Arizona,Maricopa,4485414,44.85414
04015,Arizona,Mohave,212181,2.12181
04017,Arizona,Navajo,110924,1.10924
04019,Arizona,Pima,1047279,10.47279
04021,Arizona,Pinal,462789,4.62789
04023,Arizona,Santa Cruz,46498,0.46498
04025,Arizona,Yavapai,235099,2.35099
04027,Arizona,Yuma,213787,2.13787
05000,Arkansas,Arkansas,3017804,30.17804
05001,Arkansas,Arkansas,17486,0.17486
05003,Arkansas,Ashley,19657,0.19657
05005,Arkansas,Baxter,41932,0.41932
05007,Arkansas,Benton,279141,2.79141
05009,Arkansas,Boone,37432,0.37432
05011,Arkansas,Bradley,10763,0.10763
05013,Arkansas,Calhoun,5189,0.05189
05015,Arkansas,Carroll,28380,0.2838
05017,Arkansas,Chicot,10118,0.10118
05019,Arkansas,Clark,22320,0.2232
05021,Arkansas,Clay,14551,0.14551
05023,Arkansas,Cleburne,24919,0.24919
05025,Arkansas,Cleveland,7956,0.07956
05027,Arkansas,Columbia,23457,0.23457
05029,Arkansas,Conway,20846,0.20846
05031,Arkansas,Craighead,110332,1.10332
05033,Arkansas,Crawford,63257,0.63257
05035,Arkansas,Crittenden,47955,0.47955
05037,Arkansas,Cross,16419,0.16419
05039,Arkansas,Dallas,7009,0.07009
05041,Arkansas,Desha,11361,0.11361
05043,Arkansas,Drew,18219,0.18219
05045,Arkansas,Faulkner,126007,1.26007
05047,Arkansas,Franklin,17715,0.17715
05049,Arkansas,Fulton,12477,0.12477
05051,Arkansas,Garland,99386,0.99386
05053,Arkansas,Grant,18265,0.18265
05055,Arkansas,Greene,45325,0.45325
05057,Arkansas,Hempstead,21532,0.21532
05059,Arkansas,Hot Spring,33771,0.33771
05061,Arkansas,Howard,13202,0.13202
05063,Arkansas,Independence,37825,0.37825
05065,Arkansas,Izard,13629,0.13629
05067,Arkansas,Jackson,16719,0.16719
05069,Arkansas,Jefferson,66824,0.66824
05071,Arkansas,Johnson,26578,0.26578
05073,Arkansas,Lafayette,6624,0.06624
05075,Arkansas,Lawrence,16406,0.16406
05077,Arkansas,Lee,8857,0.08857
05079,Arkansas,Lincoln,13024,0.13024
05081,Arkansas,Little River,12259,0.12259
05083,Arkansas,Logan,21466,0.21466
05085,Arkansas,Lonoke,73309,0.73309
05087,Arkansas,Madison,16576,0.16576
05089,Arkansas,Marion,16694,0.16694
05091,Arkansas,Miller,43257,0.43257
05093,Arkansas,Mississippi,40651,0.40651
05095,Arkansas,Monroe,6701,0.06701
05097,Arkansas,Montgomery,8986,0.08986
05099,Arkansas,Nevada,8252,0.08252
05101,Arkansas,Newton,7753,0.07753
05103,Arkansas,Ouachita,23382,0.23382
05105,Arkansas,Perry,10455,0.10455
05107,Arkansas,Phillips,17782,0.17782
05109,Arkansas,Pike,10718,0.10718
05111,Arkansas,Poinsett,23528,0.23528
05113,Arkansas,Polk,19964,0.19964
05115,Arkansas,Pope,64072,0.64072
05117,Arkansas,Prairie,8062,0.08062
05119,Arkansas,Pulaski,391911,3.91911
05121,Arkansas,Randolph,17958,0.17958
05123,Arkansas,St. Francis,24994,0.24994
05125,Arkansas,Saline,122437,1.22437
05127,Arkansas,Scott,10281,0.10281
05129,Arkansas,Searcy,7881,0.07881
05131,Arkansas,Sebastian,127827,1.27827
05133,Arkansas,Sevier,17007,0.17007
05135,Arkansas,Sharp,17442,0.17442
05137,Arkansas,Stone,12506,0.12506
05139,Arkansas,Union,38682,0.38682
05141,Arkansas,Van Buren,16545,0.16545
05143,Arkansas,Washington,239187,2.39187
05145,Arkansas,White,78753,0.78753
05147,Arkansas,Woodruff,6320,0.0632
05149,Arkansas,Yell,21341,0.21341
06000,California,California,39512223,395.12223
06001,California,Alameda,1671329,16.71329
06003,California,Alpine,1129,0.01129
06005,California,Amador,39752,0.39752
06007,California,Butte,219186,2.19186
06009,California,Calaveras,45905,0.45905
06011,California,Colusa,21547,0.21547
06013,California,Contra Costa,1153526,11.53526
06015,California,Del Norte,27812,0.27812
06017,California,El Dorado,192843,1.92843
06019,California,Fresno,999101,9.99101
06021,California,Glenn,28393,0.28393
06023,California,Humboldt,135558,1.35558
06025,California,Imperial,181215,1.81215
06027,California,Inyo,18039,0.18039
06029,California,Kern,900202,9.00202
06031,California,Kings,152940,1.5294
06033,California,Lake,64386,0.64386
06035,California,Lassen,30573,0.30573
06037,California,Los Angeles,10039107,100.39107
06039,California,Madera,157327,1.57327
06041,California,Marin,258826,2.58826
06043,California,Mariposa,17203,0.17203
06045,California,Mendocino,86749,0.86749
06047,California,Merced,277680,2.7768
06049,California,Modoc,8841,0.08841
06051,California,Mono,14444,0.14444
06053,California,Monterey,434061,4.34061
06055,California,Napa,137744,1.37744
06057,California,Nevada,99755,0.99755
06059,California,Orange,3175692,31.75692
06061,California,Placer,398329,3.98329
06063,California,Plumas,18807,0.18807
06065,California,Riverside,2470546,24.70546
06067,California,Sacramento,1552058,15.52058
06069,California,San Benito,62808,0.62808
06071,California,San Bernardino,2180085,21.80085
06073,California,San Diego,3338330,33.3833
06075,California,San Francisco,881549,8.81549
06077,California,San Joaquin,762148,7.62148
06079,California,San Luis Obispo,283111,2.83111
06081,California,San Mateo,766573,7.66573
06083,California,Santa Barbara,446499,4.46499
06085,California,Santa Clara,1927852,19.27852
06087,California,Santa Cruz,273213,2.73213
06089,California,Shasta,180080,1.8008
06091,California,Sierra,3005,0.03005
06093,California,Siskiyou,43539,0.43539
06095,California,Solano,447643,4.47643
06097,California,Sonoma,494336,4.94336
06099,California,Stanislaus,550660,5.5066
06101,California,Sutter,96971,0.96971
06103,California,Tehama,65084,0.65084
06105,California,Trinity,12285,0.12285
06107,California,Tulare,466195,4.66195
06109,California,Tuolumne,54478,0.54478
06111,California,Ventura,846006,8.46006
06113,California,Yolo,220500,2.205
06115,California,Yuba,78668,0.78668
08000,Colorado,Colorado,5758736,57.58736
08001,Colorado,Adams,517421,5.17421
08003,Colorado,Alamosa,16233,0.16233
08005,Colorado,Arapahoe,656590,6.5659
08007,Colorado,Archuleta,14029,0.14029
08009,Colorado,Baca,3581,0.03581
08011,Colorado,Bent,5577,0.05577
08013,Colorado,Boulder,326196,3.26196
08014,Colorado,Broomfield,70465,0.70465
08015,Colorado,Chaffee,20356,0.20356
08017,Colorado,Cheyenne,1831,0.01831
08019,Colorado,Clear Creek,9700,0.097
08021,Colorado,Conejos,8205,0.08205
08023,Colorado,Costilla,3887,0.03887
08025,Colorado,Crowley,6061,0.06061
08027,Colorado,Custer,5068,0.05068
08029,Colorado,Delta,31162,0.31162
08031,Colorado,Denver,727211,7.27211
08033,Colorado,Dolores,2055,0.02055
08035,Colorado,Douglas,351154,3.51154
08037,Colorado,Eagle,55127,0.55127
08039,Colorado,Elbert,26729,0.26729
08041,Colorado,El Paso,720403,7.20403
08043,Colorado,Fremont,47839,0.47839
08045,Colorado,Garfield,60061,0.60061
08047,Colorado,Gilpin,6243,0.06243
08049,Colorado,Grand,15734,0.15734
08051,Colorado,Gunnison,17462,0.17462
08053,Colorado,Hinsdale,820,0.0082
08055,Colorado,Huerfano,6897,0.06897
08057,Colorado,Jackson,1392,0.01392
08059,Colorado,Jefferson,582881,5.82881
08061,Colorado,Kiowa,1406,0.01406
08063,Colorado,Kit Carson,7097,0.07097
08065,Colorado,Lake,8127,0.08127
08067,Colorado,La Plata,56221,0.56221
08069,Colorado,Larimer,356899,3.56899
08071,Colorado,Las Animas,14506,0.14506
08073,Colorado,Lincoln,5701,0.05701
08075,Colorado,Logan,22409,0.22409
08077,Colorado,Mesa,154210,1.5421
08079,Colorado,Mineral,769,0.00769
08081,Colorado,Moffat,13283,0.13283
08083,Colorado,Montezuma,26183,0.26183
08085,Colorado,Montrose,42758,0.42758
08087,Colorado,Morgan,29068,0.29068
08089,Colorado,Otero,18278,0.18278
08091,Colorado,Ouray,4952,0.04952
08093,Colorado,Park,18845,0.18845
08095,Colorado,Phillips,4265,0.04265
08097,Colorado,Pitkin,17767,0.17767
08099,Colorado,Prowers,12172,0.12172
08101,Colorado,Pueblo,168424,1.68424
08103,Colorado,Rio Blanco,6324,0.06324
08105,Colorado,Rio Grande,11267,0.11267
08107,Colorado,Routt,25638,0.25638
08109,Colorado,Saguache,6824,0.06824
08111,Colorado,San Juan,728,0.00728
08113,Colorado,San Miguel,8179,0.08179
08115,Colorado,Sedgwick,2248,0.02248
08117,Colorado,Summit,31011,0.31011
08119,Colorado,Teller,25388,0.25388
08121,Colorado,Washington,4908,0.04908
08123,Colorado,Weld,324492,3.24492
08125,Colorado,Yuma,10019,0.10019
09000,Connecticut,Connecticut,3565287,35.65287
09001,Connecticut,Fairfield,943332,9.43332
09003,Connecticut,Hartford,891720,8.9172
09005,Connecticut,Litchfield,180333,1.80333
09007,Connecticut,Middlesex,162436,1.62436
09009,Connecticut,New Haven,854757,8.54757
09011,Connecticut,New London,265206,2.65206
09013,Connecticut,Tolland,150721,1.50721
09015,Connecticut,Windham,116782,1.16782
10000,Delaware,Delaware,973764,9.73764
10001,Delaware,Kent,180786,1.80786
10003,Delaware,New Castle,558753,5.58753
10005,Delaware,Sussex,234225,2.34225
11000,District of Columbia,District of Columbia,705749,7.05749
11001,District of Columbia,District of Columbia,705749,7.05749
12000,Florida,Florida,21477737,214.77737
12001,Florida,Alachua,269043,2.69043
12003,Florida,Baker,29210,0.2921
12005,Florida,Bay,174705,1.74705
12007,Florida,Bradford,28201,0.28201
12009,Florida,Brevard,601942,6.01942
12011,Florida,Broward,1952778,19.52778
12013,Florida,Calhoun,14105,0.14105
12015,Florida,Charlotte,188910,1.8891
12017,Florida,Citrus,149657,1.49657
12019,Florida,Clay,219252,2.19252
12021,Florida,Collier,384902,3.84902
12023,Florida,Columbia,71686,0.71686
12027,Florida,DeSoto,38001,0.38001
12029,Florida,Dixie,16826,0.16826
12031,Florida,Duval,957755,9.57755
12033,Florida,Escambia,318316,3.18316
12035,Florida,Flagler,115081,1.15081
12037,Florida,Franklin,12125,0.12125
12039,Florida,Gadsden,45660,0.4566
12041,Florida,Gilchrist,18582,0.18582
12043,Florida,Glades,13811,0.13811
12045,Florida,Gulf,13639,0.13639
12047,Florida,Hamilton,14428,0.14428
12049,Florida,Hardee,26937,0.26937
12051,Florida,Hendry,42022,0.42022
12053,Florida,Hernando,193920,1.9392
12055,Florida,Highlands,106221,1.06221
12057,Florida,Hillsborough,1471968,14.71968
12059,Florida,Holmes,19617,0.19617
12061,Florida,Indian River,159923,1.59923
12063,Florida,Jackson,46414,0.46414
12065,Florida,Jefferson,14246,0.14246
12067,Florida,Lafayette,8422,0.08422
12069,Florida,Lake,367118,3.67118
12071,Florida,Lee,770577,7.70577
12073,Florida,Leon,293582,2.93582
12075,Florida,Levy,41503,0.41503
12077,Florida,Liberty,8354,0.08354
12079,Florida,Madison,18493,0.18493
12081,Florida,Manatee,403253,4.03253
12083,Florida,Marion,365579,3.65579
12085,Florida,Martin,161000,1.61
12086,Florida,Miami-Dade,2716940,27.1694
12087,Florida,Monroe,74228,0.74228
12089,Florida,Nassau,88625,0.88625
12091,Florida,Okaloosa,210738,2.10738
12093,Florida,Okeechobee,42168,0.42168
12095,Florida,Orange,1393452,13.93452
12097,Florida,Osceola,375751,3.75751
12099,Florida,Palm Beach,1496770,14.9677
12101,Florida,Pasco,553947,5.53947
12103,Florida,Pinellas,974996,9.74996
12105,Florida,Polk,724777,7.24777
12107,Florida,Putnam,74521,0.74521
12109,Florida,St. Johns,264672,2.64672
12111,Florida,St. Lucie,328297,3.28297
12113,Florida,Santa Rosa,184313,1.84313
12115,Florida,Sarasota,433742,4.33742
12117,Florida,Seminole,471826,4.71826
12119,Florida,Sumter,132420,1.3242
12121,Florida,Suwannee,44417,0.44417
12123,Florida,Taylor,21569,0.21569
12125,Florida,Union,15237,0.15237
12127,Florida,Volusia,553284,5.53284
12129,Florida,Wakulla,33739,0.33739
12131,Florida,Walton,74071,0.74071
12133,Florida,Washington,25473,0.25473
13000,Georgia,Georgia,10617423,106.17423
13001,Georgia,Appling,18386,0.18386
13003,Georgia,Atkinson,8165,0.08165
13005,Georgia,Bacon,11164,0.11164
13007,Georgia,Baker,3038,0.03038
13009,Georgia,Baldwin,44890,0.4489
13011,Georgia,Banks,19234,0.19234
13013,Georgia,Barrow,83240,0.8324
13015,Georgia,Bartow,107738,1.07738
13017,Georgia,Ben Hill,16700,0.167
13019,Georgia,Berrien,19397,0.19397
13021,Georgia,Bibb,153159,1.53159
13023,Georgia,Bleckley,12873,0.12873
13025,Georgia,Brantley,19109,0.19109
13027,Georgia,Brooks,15457,0.15457
13029,Georgia,Bryan,39627,0.39627
13031,Georgia,Bulloch,79608,0.79608
13033,Georgia,Burke,22383,0.22383
13035,Georgia,Butts,24936,0.24936
13037,Georgia,Calhoun,6189,0.06189
13039,Georgia,Camden,54666,0.54666
13043,Georgia,Candler,10803,0.10803
13045,Georgia,Carroll,119992,1.19992
13047,Georgia,Catoosa,67580,0.6758
13049,Georgia,Charlton,13392,0.13392
13051,Georgia,Chatham,289430,2.8943
13053,Georgia,Chattahoochee,10907,0.10907
13055,Georgia,Chattooga,24789,0.24789
13057,Georgia,Cherokee,258773,2.58773
13059,Georgia,Clarke,128331,1.28331
13061,Georgia,Clay,2834,0.02834
13063,Georgia,Clayton,292256,2.92256
13065,Georgia,Clinch,6618,0.06618
13067,Georgia,Cobb,760141,7.60141
13069,Georgia,Coffee,43273,0.43273
13071,Georgia,Colquitt,45600,0.456
13073,Georgia,Columbia,156714,1.56714
13075,Georgia,Cook,17270,0.1727
13077,Georgia,Coweta,148509,1.48509
13079,Georgia,Crawford,12404,0.12404
13081,Georgia,Crisp,22372,0.22372
13083,Georgia,Dade,16116,0.16116
13085,Georgia,Dawson,26108,0.26108
13087,Georgia,Decatur,26404,0.26404
13089,Georgia,DeKalb,759297,7.59297
13091,Georgia,Dodge,20605,0.20605
13093,Georgia,Dooly,13390,0.1339
13095,Georgia,Dougherty,87956,0.87956
13097,Georgia,Douglas,146343,1.46343
13099,Georgia,Early,10190,0.1019
13101,Georgia,Echols,4006,0.04006
13103,Georgia,Effingham,64296,0.64296
13105,Georgia,Elbert,19194,0.19194
13107,Georgia,Emanuel,22646,0.22646
13109,Georgia,Evans,10654,0.10654
13111,Georgia,Fannin,26188,0.26188
13113,Georgia,Fayette,114421,1.14421
13115,Georgia,Floyd,98498,0.98498
13117,Georgia,Forsyth,244252,2.44252
13119,Georgia,Franklin,23349,0.23349
13121,Georgia,Fulton,1063937,10.63937
13123,Georgia,Gilmer,31369,0.31369
13125,Georgia,Glascock,2971,0.02971
13127,Georgia,Glynn,85292,0.85292
13129,Georgia,Gordon,57963,0.57963
13131,Georgia,Grady,24633,0.24633
13133,Georgia,Greene,18324,0.18324
13135,Georgia,Gwinnett,936250,9.3625
13137,Georgia,Habersham,45328,0.45328
13139,Georgia,Hall,204441,2.04441
13141,Georgia,Hancock,8457,0.08457
13143,Georgia,Haralson,29792,0.29792
13145,Georgia,Harris,35236,0.35236
13147,Georgia,Hart,26205,0.26205
13149,Georgia,Heard,11923,0.11923
13151,Georgia,Henry,234561,2.34561
13153,Georgia,Houston,157863,1.57863
13155,Georgia,Irwin,9416,0.09416
13157,Georgia,Jackson,72977,0.72977
13159,Georgia,Jasper,14219,0.14219
13161,Georgia,Jeff Davis,15115,0.15115
13163,Georgia,Jefferson,15362,0.15362
13165,Georgia,Jenkins,8676,0.08676
13167,Georgia,Johnson,9643,0.09643
13169,Georgia,Jones,28735,0.28735
13171,Georgia,Lamar,19077,0.19077
13173,Georgia,Lanier,10423,0.10423
13175,Georgia,Laurens,47546,0.47546
13177,Georgia,Lee,29992,0.29992
13179,Georgia,Liberty,61435,0.61435
13181,Georgia,Lincoln,7921,0.07921
13183,Georgia,Long,19559,0.19559
13185,Georgia,Lowndes,117406,1.17406
13187,Georgia,Lumpkin,33610,0.3361
13189,Georgia,McDuffie,21312,0.21312
13191,Georgia,McIntosh,14378,0.14378
13193,Georgia,Macon,12947,0.12947
13195,Georgia,Madison,29880,0.2988
13197,Georgia,Marion,8359,0.08359
13199,Georgia,Meriwether,21167,0.21167
13201,Georgia,Miller,5718,0.05718
13205,Georgia,Mitchell,21863,0.21863
13207,Georgia,Monroe,27578,0.27578
13209,Georgia,Montgomery,9172,0.09172
13211,Georgia,Morgan,19276,0.19276
13213,Georgia,Murray,40096,0.40096
13215,Georgia,Muscogee,195769,1.95769
13217,Georgia,Newton,111744,1.11744
13219,Georgia,Oconee,40280,0.4028
13221,Georgia,Oglethorpe,15259,0.15259
13223,Georgia,Paulding,168667,1.68667
13225,Georgia,Peach,27546,0.27546
13227,Georgia,Pickens,32591,0.32591
13229,Georgia,Pierce,19465,0.19465
13231,Georgia,Pike,18962,0.18962
13233,Georgia,Polk,42613,0.42613
13235,Georgia,Pulaski,11137,0.11137
13237,Georgia,Putnam,22119,0.22119
13239,Georgia,Quitman,2299,0.02299
13241,Georgia,Rabun,17137,0.17137
13243,Georgia,Randolph,6778,0.06778
13245,Georgia,Richmond,202518,2.02518
13247,Georgia,Rockdale,90896,0.90896
13249,Georgia,Schley,5257,0.05257
13251,Georgia,Screven,13966,0.13966
13253,Georgia,Seminole,8090,0.0809
13255,Georgia,Spalding,66703,0.66703
13257,Georgia,Stephens,25925,0.25925
13259,Georgia,Stewart,6621,0.06621
13261,Georgia,Sumter,29524,0.29524
13263,Georgia,Talbot,6195,0.06195
13265,Georgia,Taliaferro,1537,0.01537
13267,Georgia,Tattnall,25286,0.25286
13269,Georgia,Taylor,8020,0.0802
13271,Georgia,Telfair,15860,0.1586
13273,Georgia,Terrell,8531,0.08531
13275,Georgia,Thomas,44451,0.44451
13277,Georgia,Tift,40644,0.40644
13279,Georgia,Toombs,26830,0.2683
13281,Georgia,Towns,12037,0.12037
13283,Georgia,Treutlen,6901,0.06901
13285,Georgia,Troup,69922,0.69922
13287,Georgia,Turner,7985,0.07985
13289,Georgia,Twiggs,8120,0.0812
13291,Georgia,Union,24511,0.24511
13293,Georgia,Upson,26320,0.2632
13295,Georgia,Walker,69761,0.69761
13297,Georgia,Walton,94593,0.94593
13299,Georgia,Ware,35734,0.35734
13301,Georgia,Warren,5254,0.05254
13303,Georgia,Washington,20374,0.20374
13305,Georgia,Wayne,29927,0.29927
13307,Georgia,Webster,2607,0.02607
13309,Georgia,Wheeler,7855,0.07855
13311,Georgia,White,30798,0.30798
13313,Georgia,Whitfield,104628,1.04628
13315,Georgia,Wilcox,8635,0.08635
13317,Georgia,Wilkes,9777,0.09777
13319,Georgia,Wilkinson,8954,0.08954
13321,Georgia,Worth,20247,0.20247
15000,Hawaii,Hawaii,1415872,14.15872
15001,Hawaii,Hawaii,201513,2.01513
15003,Hawaii,Honolulu,974563,9.74563
15005,Hawaii,Kalawao,86,0.00086
15007,Hawaii,Kauai,72293,0.72293
15009,Hawaii,Maui,167417,1.67417
16000,Idaho,Idaho,1787065,17.87065
16001,Idaho,Ada,481587,4.81587
16003,Idaho,Adams,4294,0.04294
16005,Idaho,Bannock,87808,0.87808
16007,Idaho,Bear Lake,6125,0.06125
16009,Idaho,Benewah,9298,0.09298
16011,Idaho,Bingham,46811,0.46811
16013,Idaho,Blaine,23021,0.23021
16015,Idaho,Boise,7831,0.07831
16017,Idaho,Bonner,45739,0.45739
16019,Idaho,Bonneville,119062,1.19062
16021,Idaho,Boundary,12245,0.12245
16023,Idaho,Butte,2597,0.02597
16025,Idaho,Camas,1106,0.01106
16027,Idaho,Canyon,229849,2.29849
16029,Idaho,Caribou,7155,0.07155
16031,Idaho,Cassia,24030,0.2403
16033,Idaho,Clark,845,0.00845
16035,Idaho,Clearwater,8756,0.08756
16037,Idaho,Custer,4315,0.04315
16039,Idaho,Elmore,27511,0.27511
16041,Idaho,Franklin,13876,0.13876
16043,Idaho,Fremont,13099,0.13099
16045,Idaho,Gem,18112,0.18112
16047,Idaho,Gooding,15179,0.15179
16049,Idaho,Idaho,16667,0.16667
16051,Idaho,Jefferson,29871,0.29871
16053,Idaho,Jerome,24412,0.24412
16055,Idaho,Kootenai,165697,1.65697
16057,Idaho,Latah,40108,0.40108
16059,Idaho,Lemhi,8027,0.08027
16061,Idaho,Lewis,3838,0.03838
16063,Idaho,Lincoln,5366,0.05366
16065,Idaho,Madison,39907,0.39907
16067,Idaho,Minidoka,21039,0.21039
16069,Idaho,Nez Perce,40408,0.40408
16071,Idaho,Oneida,4531,0.04531
16073,Idaho,Owyhee,11823,0.11823
16075,Idaho,Payette,23951,0.23951
16077,Idaho,Power,7681,0.07681
16079,Idaho,Shoshone,12882,0.12882
16081,Idaho,Teton,12142,0.12142
16083,Idaho,Twin Falls,86878,0.86878
16085,Idaho,Valley,11392,0.11392
16087,Idaho,Washington,10194,0.10194
17000,Illinois,Illinois,12671821,126.71821
17001,Illinois,Adams,65435,0.65435
17003,Illinois,Alexander,5761,0.05761
17005,Illinois,Bond,16426,0.16426
17007,Illinois,Boone,53544,0.53544
17009,Illinois,Brown,6578,0.06578
17011,Illinois,Bureau,32628,0.32628
17013,Illinois,Calhoun,4739,0.04739
17015,Illinois,Carroll,14305,0.14305
17017,Illinois,Cass,12147,0.12147
17019,Illinois,Champaign,209689,2.09689
17021,Illinois,Christian,32304,0.32304
17023,Illinois,Clark,15441,0.15441
17025,Illinois,Clay,13184,0.13184
17027,Illinois,Clinton,37562,0.37562
17029,Illinois,Coles,50621,0.50621
17031,Illinois,Cook,5150233,51.50233
17033,Illinois,Crawford,18667,0.18667
17035,Illinois,Cumberland,10766,0.10766
17037,Illinois,DeKalb,104897,1.04897
17039,Illinois,De Witt,15638,0.15638
17041,Illinois,Douglas,19465,0.19465
17043,Illinois,DuPage,922921,9.22921
17045,Illinois,Edgar,17161,0.17161
17047,Illinois,Edwards,6395,0.06395
17049,Illinois,Effingham,34008,0.34008
17051,Illinois,Fayette,21336,0.21336
17053,Illinois,Ford,12961,0.12961
17055,Illinois,Franklin,38469,0.38469
17057,Illinois,Fulton,34340,0.3434
17059,Illinois,Gallatin,4828,0.04828
17061,Illinois,Greene,12969,0.12969
17063,Illinois,Grundy,51054,0.51054
17065,Illinois,Hamilton,8116,0.08116
17067,Illinois,Hancock,17708,0.17708
17069,Illinois,Hardin,3821,0.03821
17071,Illinois,Henderson,6646,0.06646
17073,Illinois,Henry,48913,0.48913
17075,Illinois,Iroquois,27114,0.27114
17077,Illinois,Jackson,56750,0.5675
17079,Illinois,Jasper,9610,0.0961
17081,Illinois,Jefferson,37684,0.37684
17083,Illinois,Jersey,21773,0.21773
17085,Illinois,Jo Daviess,21235,0.21235
17087,Illinois,Johnson,12417,0.12417
17089,Illinois,Kane,532403,5.32403
17091,Illinois,Kankakee,109862,1.09862
17093,Illinois,Kendall,128990,1.2899
17095,Illinois,Knox,49699,0.49699
17097,Illinois,Lake,696535,6.96535
17099,Illinois,La Salle,108669,1.08669
17101,Illinois,Lawrence,15678,0.15678
17103,Illinois,Lee,34096,0.34096
17105,Illinois,Livingston,35648,0.35648
17107,Illinois,Logan,28618,0.28618
17109,Illinois,McDonough,29682,0.29682
17111,Illinois,McHenry,307774,3.07774
17113,Illinois,McLean,171517,1.71517
