FIPS,STNAME,County,POPESTIMATE2019,PER100K
51029,Virginia,Buckingham,17148,0.17148
51031,Virginia,Campbell,54885,0.54885
51033,Virginia,Caroline,30725,0.30725
51035,Virginia,Carroll,29791,0.29791
51036,Virginia,Charles City,6963,0.06963
51037,Virginia,Charlotte,11880,0.1188
51041,Virginia,Chesterfield,352802,3.52802
51043,Virginia,Clarke,14619,0.14619
51045,Virginia,Craig,5131,0.05131
51047,Virginia,Culpeper,52605,0.52605
51049,Virginia,Cumberland,9932,0.09932
51051,Virginia,Dickenson,14318,0.14318
51053,Virginia,Dinwiddie,28544,0.28544
51057,Virginia,Essex,10953,0.10953
51059,Virginia,Fairfax,1147532,11.47532
51061,Virginia,Fauquier,71222,0.71222
51063,Virginia,Floyd,15749,0.15749
51065,Virginia,Fluvanna,27270,0.2727
51067,Virginia,Franklin,56042,0.56042
51069,Virginia,Frederick,89313,0.89313
51071,Virginia,Giles,16720,0.1672
51073,Virginia,Gloucester,37348,0.37348
51075,Virginia,Goochland,23753,0.23753
51077,Virginia,Grayson,15550,0.1555
51079,Virginia,Greene,19819,0.19819
51081,Virginia,Greensville,11336,0.11336
51083,Virginia,Halifax,33911,0.33911
51085,Virginia,Hanover,107766,1.07766
51087,Virginia,Henrico,330818,3.30818
51089,Virginia,Henry,50557,0.50557
51091,Virginia,Highland,2190,0.0219
51093,Virginia,Isle of Wight,37109,0.37109
51095,Virginia,James City,76523,0.76523
51097,Virginia,King and Queen,7025,0.07025
51099,Virginia,King George,26836,0.26836
51101,Virginia,King William,17148,0.17148
51103,Virginia,Lancaster,10603,0.10603
51105,Virginia,Lee,23423,0.23423
51107,Virginia,Loudoun,413538,4.13538
51109,Virginia,Louisa,37591,0.37591
51111,Virginia,Lunenburg,12196,0.12196
51113,Virginia,Madison,13261,0.13261
51115,Virginia,Mathews,8834,0.08834
51117,Virginia,Mecklenburg,30587,0.30587
51119,Virginia,Middlesex,10582,0.10582
51121,Virginia,Montgomery,98535,0.98535
51125,Virginia,Nelson,14930,0.1493
51127,Virginia,New Kent,23091,0.23091
51131,Virginia,Northampton,11710,0.1171
51133,Virginia,Northumberland,12095,0.12095
51135,Virginia,Nottoway,15232,0.15232
51137,Virginia,Orange,37051,0.37051
51139,Virginia,Page,23902,0.23902
51141,Virginia,Patrick,17608,0.17608
51143,Virginia,Pittsylvania,60354,0.60354
51145,Virginia,Powhatan,29652,0.29652
51147,Virginia,Prince Edward,22802,0.22802
51149,Virginia,Prince George,38353,0.38353
51153,Virginia,Prince William,470335,4.70335
51155,Virginia,Pulaski,34027,0.34027
51157,Virginia,Rappahannock,7370,0.0737
51159,Virginia,Richmond,9023,0.09023
51161,Virginia,Roanoke,94186,0.94186
51163,Virginia,Rockbridge,22573,0.22573
51165,Virginia,Rockingham,81948,0.81948
51167,Virginia,Russell,26586,0.26586
51169,Virginia,Scott,21566,0.21566
51171,Virginia,Shenandoah,43616,0.43616
51173,Virginia,Smyth,30104,0.30104
51175,Virginia,Southampton,17631,0.17631
51177,Virginia,Spotsylvania,136215,1.36215
51179,Virginia,Stafford,152882,1.52882
51181,Virginia,Surry,6422,0.06422
51183,Virginia,Sussex,11159,0.11159
51185,Virginia,Tazewell,40595,0.40595
51187,Virginia,Warren,40164,0.40164
51191,Virginia,Washington,53740,0.5374
51193,Virginia,Westmoreland,18015,0.18015
51195,Virginia,Wise,37383,0.37383
51197,Virginia,Wythe,28684,0.28684
51199,Virginia,York,68280,0.6828
51510,Virginia,Alexandria city,159428,1.59428
51520,Virginia,Bristol city,16762,0.16762
51530,Virginia,Buena Vista city,6478,0.06478
51540,Virginia,Charlottesville city,47266,0.47266
51550,Virginia,Chesapeake city,244835,2.44835
51570,Virginia,Colonial Heights city,17370,0.1737
51580,Virginia,Covington city,5538,0.05538
51590,Virginia,Danville city,40044,0.40044
51595,Virginia,Emporia city,5346,0.05346
51600,Virginia,Fairfax city,24019,0.24019
51610,Virginia,Falls Church city,14617,0.14617
51620,Virginia,Franklin city,7967,0.07967
51630,Virginia,Fredericksburg city,29036,0.29036
51640,Virginia,Galax city,6347,0.06347
51650,Virginia,Hampton city,134510,1.3451
51660,Virginia,Harrisonburg city,53016,0.53016
51670,Virginia,Hopewell city,22529,0.22529
51678,Virginia,Lexington city,7446,0.07446
51680,Virginia,Lynchburg city,82168,0.82168
51683,Virginia,Manassas city,41085,0.41085
51685,Virginia,Manassas Park city,17478,0.17478
51690,Virginia,Martinsville city,12554,0.12554
51700,Virginia,Newport News city,179225,1.79225
51710,Virginia,Norfolk city,242742,2.42742
51720,Virginia,Norton city,3981,0.03981
51730,Virginia,Petersburg city,31346,0.31346
51735,Virginia,Poquoson city,12271,0.12271
51740,Virginia,Portsmouth city,94398,0.94398
51750,Virginia,Radford city,18249,0.18249
51760,Virginia,Richmond city,230436,2.30436
51770,Virginia,Roanoke city,99143,0.99143
51775,Virginia,Salem city,25301,0.25301
51790,Virginia,Staunton city,24932,0.24932
51800,Virginia,Suffolk city,92108,0.92108
51810,Virginia,Virginia Beach city,449974,4.49974
51820,Virginia,Waynesboro city,22630,0.2263
51830,Virginia,Williamsburg city,14954,0.14954
51840,Virginia,Winchester city,28078,0.28078
53000,Washington,Washington,7614893,76.14893
53001,Washington,Adams,19983,0.19983
53003,Washington,Asotin,22582,0.22582
53005,Washington,Benton,204390,2.0439
53007,Washington,Chelan,77200,0.772
53009,Washington,Clallam,77331,0.77331
53011,Washington,Clark,488241,4.88241
53013,Washington,Columbia,3985,0.03985
53015,Washington,Cowlitz,110593,1.10593
53017,Washington,Douglas,43429,0.43429
53019,Washington,Ferry,7627,0.07627
53021,Washington,Franklin,95222,0.95222
53023,Washington,Garfield,2225,0.02225
53025,Washington,Grant,97733,0.97733
53027,Washington,Grays Harbor,75061,0.75061
53029,Washington,Island,85141,0.85141
53031,Washington,Jefferson,32221,0.32221
53033,Washington,King,2252782,22.52782
53035,Washington,Kitsap,271473,2.71473
53037,Washington,Kittitas,47935,0.47935
53039,Washington,Klickitat,22425,0.22425
53041,Washington,Lewis,80707,0.80707
53043,Washington,Lincoln,10939,0.10939
53045,Washington,Mason,66768,0.66768
53047,Washington,Okanogan,42243,0.42243
53049,Washington,Pacific,22471,0.22471
53051,Washington,Pend Oreille,13724,0.13724
53053,Washington,Pierce,904980,9.0498
53055,Washington,San Juan,17582,0.17582
53057,Washington,Skagit,129205,1.29205
53059,Washington,Skamania,12083,0.12083
53061,Washington,Snohomish,822083,8.22083
53063,Washington,Spokane,522798,5.22798
53065,Washington,Stevens,45723,0.45723
53067,Washington,Thurston,290536,2.90536
53069,Washington,Wahkiakum,4488,0.04488
53071,Washington,Walla Walla,60760,0.6076
53073,Washington,Whatcom,229247,2.29247
53075,Washington,Whitman,50104,0.50104
53077,Washington,Yakima,250873,2.50873
54000,West Virginia,West Virginia,1792147,17.92147
54001,West Virginia,Barbour,16441,0.16441
54003,West Virginia,Berkeley,119171,1.19171
54005,West Virginia,Boone,21457,0.21457
54007,West Virginia,Braxton,13957,0.13957
54009,West Virginia,Brooke,21939,0.21939
54011,West Virginia,Cabell,91945,0.91945
54013,West Virginia,Calhoun,7109,0.07109
54015,West Virginia,Clay,8508,0.08508
54017,West Virginia,Doddridge,8448,0.08448
54019,West Virginia,Fayette,42406,0.42406
54021,West Virginia,Gilmer,7823,0.07823
54023,West Virginia,Grant,11568,0.11568
54025,West Virginia,Greenbrier,34662,0.34662
54027,West Virginia,Hampshire,23175,0.23175
54029,West Virginia,Hancock,28810,0.2881
54031,West Virginia,Hardy,13776,0.13776
54033,West Virginia,Harrison,67256,0.67256
54035,West Virginia,Jackson,28576,0.28576
54037,West Virginia,Jefferson,57146,0.57146
54039,West Virginia,Kanawha,178124,1.78124
54041,West Virginia,Lewis,15907,0.15907
54043,West Virginia,Lincoln,20409,0.20409
54045,West Virginia,Logan,32019,0.32019
54047,West Virginia,McDowell,17624,0.17624
54049,West Virginia,Marion,56072,0.56072
54051,West Virginia,Marshall,30531,0.30531
54053,West Virginia,Mason,26516,0.26516
54055,West Virginia,Mercer,58758,0.58758
54057,West Virginia,Mineral,26868,0.26868
54059,West Virginia,Mingo,23424,0.23424
54061,West Virginia,Monongalia,105612,1.05612
54063,West Virginia,Monroe,13275,0.13275
54065,West Virginia,Morgan,17884,0.17884
54067,West Virginia,Nicholas,24496,0.24496
54069,West Virginia,Ohio,41411,0.41411
54071,West Virginia,Pendleton,6969,0.06969
54073,West Virginia,Pleasants,7460,0.0746
54075,West Virginia,Pocahontas,8247,0.08247
54077,West Virginia,Preston,33432,0.33432
54079,West Virginia,Putnam,56450,0.5645
54081,West Virginia,Raleigh,73361,0.73361
54083,West Virginia,Randolph,28695,0.28695
54085,West Virginia,Ritchie,9554,0.09554
54087,West Virginia,Roane,13688,0.13688
54089,West Virginia,Summers,12573,0.12573
54091,West Virginia,Taylor,16695,0.16695
54093,West Virginia,Tucker,6839,0.06839
54095,West Virginia,Tyler,8591,0.08591
54097,West Virginia,Upshur,24176,0.24176
54099,West Virginia,Wayne,39402,0.39402
54101,West Virginia,Webster,8114,0.08114
54103,West Virginia,Wetzel,15065,0.15065
54105,West Virginia,Wirt,5821,0.05821
54107,West Virginia,Wood,83518,0.83518
54109,West Virginia,Wyoming,20394,0.20394
55000,Wisconsin,Wisconsin,5822434,58.22434
55001,Wisconsin,Adams,20220,0.2022
55003,Wisconsin,Ashland,15562,0.15562
55005,Wisconsin,Barron,45244,0.45244
55007,Wisconsin,Bayfield,15036,0.15036
55009,Wisconsin,Brown,264542,2.64542
55011,Wisconsin,Buffalo,13031,0.13031
55013,Wisconsin,Burnett,15414,0.15414
55015,Wisconsin,Calumet,50089,0.50089
55017,Wisconsin,Chippewa,64658,0.64658
55019,Wisconsin,Clark,34774,0.34774
55021,Wisconsin,Columbia,57532,0.57532
55023,Wisconsin,Crawford,16131,0.16131
55025,Wisconsin,Dane,546695,5.46695
55027,Wisconsin,Dodge,87839,0.87839
55029,Wisconsin,Door,27668,0.27668
55031,Wisconsin,Douglas,43150,0.4315
55033,Wisconsin,Dunn,45368,0.45368
55035,Wisconsin,Eau Claire,104646,1.04646
55037,Wisconsin,Florence,4295,0.04295
55039,Wisconsin,Fond du Lac,103403,1.03403
55041,Wisconsin,Forest,9004,0.09004
55043,Wisconsin,Grant,51439,0.51439
55045,Wisconsin,Green,36960,0.3696
55047,Wisconsin,Green Lake,18913,0.18913
55049,Wisconsin,Iowa,23678,0.23678
55051,Wisconsin,Iron,5687,0.05687
55053,Wisconsin,Jackson,20643,0.20643
55055,Wisconsin,Jefferson,84769,0.84769
55057,Wisconsin,Juneau,26687,0.26687
55059,Wisconsin,Kenosha,169561,1.69561
55061,Wisconsin,Kewaunee,20434,0.20434
55063,Wisconsin,La Crosse,118016,1.18016
55065,Wisconsin,Lafayette,16665,0.16665
55067,Wisconsin,Langlade,19189,0.19189
55069,Wisconsin,Lincoln,27593,0.27593
55071,Wisconsin,Manitowoc,78981,0.78981
55073,Wisconsin,Marathon,135692,1.35692
55075,Wisconsin,Marinette,40350,0.4035
55077,Wisconsin,Marquette,15574,0.15574
55078,Wisconsin,Menominee,4556,0.04556
55079,Wisconsin,Milwaukee,945726,9.45726
55081,Wisconsin,Monroe,46253,0.46253
55083,Wisconsin,Oconto,37930,0.3793
55085,Wisconsin,Oneida,35595,0.35595
55087,Wisconsin,Outagamie,187885,1.87885
55089,Wisconsin,Ozaukee,89221,0.89221
55091,Wisconsin,Pepin,7287,0.07287
55093,Wisconsin,Pierce,42754,0.42754
55095,Wisconsin,Polk,43783,0.43783
55097,Wisconsin,Portage,70772,0.70772
55099,Wisconsin,Price,13351,0.13351
55101,Wisconsin,Racine,196311,1.96311
55103,Wisconsin,Richland,17252,0.17252
55105,Wisconsin,Rock,163354,1.63354
55107,Wisconsin,Rusk,14178,0.14178
55109,Wisconsin,St. Croix,90687,0.90687
55111,Wisconsin,Sauk,64442,0.64442
55113,Wisconsin,Sawyer,16558,0.16558
55115,Wisconsin,Shawano,40899,0.40899
55117,Wisconsin,Sheboygan,115340,1.1534
55119,Wisconsin,Taylor,20343,0.20343
55121,Wisconsin,Trempealeau,29649,0.29649
55123,Wisconsin,Vernon,30822,0.30822
55125,Wisconsin,Vilas,22195,0.22195
55127,Wisconsin,Walworth,103868,1.03868
55129,Wisconsin,Washburn,15720,0.1572
55131,Wisconsin,Washington,136034,1.36034
55133,Wisconsin,Waukesha,404198,4.04198
55135,Wisconsin,Waupaca,50990,0.5099
55137,Wisconsin,Waushara,24443,0.24443
55139,Wisconsin,Winnebago,171907,1.71907
55141,Wisconsin,Wood,72999,0.72999
56000,Wyoming,Wyoming,578759,5.78759
56001,Wyoming,Albany,38880,0.3888
56003,Wyoming,Big Horn,11790,0.1179
56005,Wyoming,Campbell,46341,0.46341
56007,Wyoming,Carbon,14800,0.148
56009,Wyoming,Converse,13822,0.13822
56011,Wyoming,Crook,7584,0.07584
56013,Wyoming,Fremont,39261,0.39261
56015,Wyoming,Goshen,13211,0.13211
56017,Wyoming,Hot Springs,4413,0.04413
56019,Wyoming,Johnson,8445,0.08445
56021,Wyoming,Laramie,99500,0.995
56023,Wyoming,Lincoln,19830,0.1983
56025,Wyoming,Natrona,79858,0.79858
56027,Wyoming,Niobrara,2356,0.02356
56029,Wyoming,Park,29194,0.29194
56031,Wyoming,Platte,8393,0.08393
56033,Wyoming,Sheridan,30485,0.30485
56035,Wyoming,Sublette,9831,0.09831
56037,Wyoming,Sweetwater,42343,0.42343
56039,Wyoming,Teton,23464,0.23464
56041,Wyoming,Uinta,20226,0.20226
56043,Wyoming,Washakie,7805,0.07805
56045,Wyoming,Weston,6927,0.06927
