,FIPS,Date,Confirmed,Deaths,New Cases,New Deaths,"Cases, 7DMA","Deaths, 7DMA","New Cases Per 100k, 7DMA",Deaths Per 100k
1833,36011,2020-09-08,184,2,1,0,1,0,1,3
1834,36013,2020-09-08,477,9,1,0,10,0,8,7
1835,36015,2020-09-08,211,3,1,0,1,0,1,4
1836,36017,2020-09-08,239,7,4,0,1,0,2,15
1837,36019,2020-09-08,152,5,0,0,0,0,0,6
1838,36021,2020-09-08,576,37,0,0,1,0,2,62
1839,36023,2020-09-08,103,0,0,0,0,0,0,0
1840,36025,2020-09-08,125,4,1,0,1,0,2,9
1841,36027,2020-09-08,4944,153,5,0,11,0,4,52
1842,36029,2020-09-08,10346,681,26,3,57,0,6,74
1843,36031,2020-09-08,149,0,0,0,3,0,8,0
1844,36033,2020-09-08,59,0,0,0,0,0,0,0
1845,36035,2020-09-08,312,24,0,0,0,0,0,45
1846,36037,2020-09-08,303,5,1,0,1,0,2,9
1847,36039,2020-09-08,316,18,2,0,1,0,2,38
1848,36041,2020-09-08,14,0,0,0,0,0,0,0
1849,36043,2020-09-08,308,4,0,0,1,0,2,7
1850,36045,2020-09-08,156,0,0,0,1,0,1,0
1851,36047,2020-09-08,65757,7298,57,1,91,1,4,285
1852,36049,2020-09-08,49,0,0,0,0,0,0,0
1853,36051,2020-09-08,189,8,0,0,1,0,2,13
1854,36053,2020-09-08,475,17,0,0,2,0,3,24
1855,36055,2020-09-08,5602,289,17,0,20,0,3,39
1856,36057,2020-09-08,215,4,0,0,1,0,2,8
1857,36059,2020-09-08,45294,2199,65,1,76,0,6,162
1858,36061,2020-09-08,32461,3175,19,2,42,1,3,195
1859,36063,2020-09-08,1659,101,5,0,5,0,2,48
1860,36065,2020-09-08,2309,120,4,0,4,0,2,52
1861,36067,2020-09-08,4002,204,9,0,13,0,3,44
1862,36069,2020-09-08,413,35,5,0,3,0,3,32
1863,36071,2020-09-08,11535,495,10,1,13,0,3,129
1864,36073,2020-09-08,317,54,2,0,2,0,5,134
1865,36075,2020-09-08,331,3,2,0,4,0,3,3
1866,36077,2020-09-08,288,5,3,0,16,0,27,8
1867,36079,2020-09-08,1539,63,5,0,5,0,5,64
1868,36081,2020-09-08,70766,7235,91,1,68,2,3,321
1869,36083,2020-09-08,865,40,5,0,3,0,2,25
1870,36085,2020-09-08,15466,1085,15,0,23,0,5,228
1871,36087,2020-09-08,14439,674,21,0,24,0,7,207
1872,36089,2020-09-08,297,4,0,0,3,0,3,4
1873,36091,2020-09-08,900,17,7,0,8,0,3,7
1874,36093,2020-09-08,1322,45,8,0,7,0,5,29
1875,36095,2020-09-08,73,0,0,0,0,0,0,0
1876,36097,2020-09-08,29,0,1,0,0,0,0,0
1877,36099,2020-09-08,102,3,0,0,0,0,0,9
1878,36101,2020-09-08,323,42,3,0,1,0,1,44
1879,36103,2020-09-08,45356,2006,52,1,67,1,5,136
1880,36105,2020-09-08,1544,48,0,0,2,0,3,64
1881,36107,2020-09-08,216,25,2,0,1,0,2,52
1882,36109,2020-09-08,344,0,5,0,11,0,11,0
1883,36111,2020-09-08,2203,94,0,0,4,0,2,53
1884,36113,2020-09-08,331,33,5,0,1,0,2,52
1885,36115,2020-09-08,271,14,1,0,0,0,0,23
1886,36117,2020-09-08,296,5,0,0,2,0,2,6
1887,36119,2020-09-08,37314,1452,37,0,42,0,4,150
1888,36121,2020-09-08,127,5,0,0,0,0,0,13
1889,36123,2020-09-08,62,7,0,0,0,0,0,28
1890,37001,2020-09-08,3428,47,11,1,26,0,15,28
1891,37003,2020-09-08,446,3,4,0,5,0,13,8
1892,37005,2020-09-08,210,0,0,0,1,0,9,0
1893,37007,2020-09-08,483,3,0,0,5,0,20,12
1894,37009,2020-09-08,229,1,2,0,3,0,11,4
1895,37011,2020-09-08,224,0,0,0,11,0,63,0
1896,37013,2020-09-08,685,10,5,0,13,0,28,21
1897,37015,2020-09-08,495,6,3,0,8,0,42,32
1898,37017,2020-09-08,771,10,8,0,7,0,21,31
1899,37019,2020-09-08,1438,25,4,0,5,0,4,18
1900,37021,2020-09-08,2641,72,-2,0,21,0,8,28
1901,37023,2020-09-08,1928,31,2,0,10,0,11,34
1902,37025,2020-09-08,3445,56,15,1,32,0,15,26
1903,37027,2020-09-08,1485,17,2,0,7,0,9,21
1904,37029,2020-09-08,102,3,0,0,1,0,9,28
1905,37031,2020-09-08,555,5,1,0,7,0,10,7
1906,37033,2020-09-08,259,3,1,0,1,0,4,13
1907,37035,2020-09-08,2734,47,5,0,14,0,9,29
1908,37037,2020-09-08,1545,56,4,0,7,0,9,75
1909,37039,2020-09-08,496,6,1,0,7,0,24,21
1910,37041,2020-09-08,254,2,2,0,4,0,29,14
1911,37043,2020-09-08,96,1,0,0,1,0,9,9
1912,37045,2020-09-08,1717,50,13,4,13,1,13,51
1913,37047,2020-09-08,1191,52,5,0,10,0,18,94
1914,37049,2020-09-08,1078,27,8,1,12,0,12,26
1915,37051,2020-09-08,4509,70,31,1,56,0,17,21
1916,37053,2020-09-08,122,0,0,0,2,0,7,0
1917,37055,2020-09-08,254,2,0,0,2,0,5,5
1918,37057,2020-09-08,2327,32,15,0,18,0,11,19
1919,37059,2020-09-08,501,6,1,0,2,0,5,14
1920,37061,2020-09-08,2099,52,1,0,2,0,3,89
1921,37063,2020-09-08,7144,85,15,0,29,0,9,26
1922,37065,2020-09-08,1081,22,8,0,16,0,31,43
1923,37067,2020-09-08,6457,82,25,0,34,1,9,21
1924,37069,2020-09-08,1120,30,4,0,8,0,11,43
1925,37071,2020-09-08,4348,67,23,1,32,1,14,30
1926,37073,2020-09-08,101,3,0,0,2,0,17,26
1927,37075,2020-09-08,82,0,1,0,3,0,36,0
1928,37077,2020-09-08,1603,47,2,0,8,0,13,78
1929,37079,2020-09-08,458,5,0,0,5,0,24,24
1930,37081,2020-09-08,7367,171,45,0,57,0,11,32
1931,37083,2020-09-08,910,13,8,0,5,0,10,26
1932,37085,2020-09-08,1784,46,10,0,17,0,13,34
1933,37087,2020-09-08,530,31,1,0,3,1,5,50
1934,37089,2020-09-08,1754,60,0,0,8,0,7,51
1935,37091,2020-09-08,597,18,2,0,6,0,25,76
1936,37093,2020-09-08,920,13,5,0,6,0,11,24
1937,37095,2020-09-08,111,3,1,0,2,0,41,61
1938,37097,2020-09-08,2499,24,5,0,18,0,10,13
1939,37099,2020-09-08,511,7,1,0,3,0,7,16
1940,37101,2020-09-08,4030,52,14,0,24,0,11,25
1941,37103,2020-09-08,142,7,0,0,1,0,11,74
1942,37105,2020-09-08,1492,13,1,0,6,0,10,21
1943,37107,2020-09-08,857,19,0,0,7,0,13,34
1944,37109,2020-09-08,1235,13,10,0,15,0,17,15
1945,37111,2020-09-08,831,24,-1,0,4,0,9,52
1946,37113,2020-09-08,551,2,0,0,1,0,3,6
1947,37115,2020-09-08,74,1,0,0,1,0,5,5
1948,37117,2020-09-08,379,7,4,0,4,0,18,31
1949,37119,2020-09-08,26363,318,62,2,115,4,10,29
1950,37121,2020-09-08,94,3,0,0,0,0,0,20
1951,37123,2020-09-08,950,18,7,0,8,0,29,66
1952,37125,2020-09-08,1410,22,10,0,14,0,14,22
1953,37127,2020-09-08,1858,27,23,0,22,0,23,29
1954,37129,2020-09-08,3461,24,48,0,48,0,20,10
1955,37131,2020-09-08,357,17,4,0,2,0,10,87
1956,37133,2020-09-08,1642,17,15,0,20,1,10,9
1957,37135,2020-09-08,2436,51,7,0,19,0,13,34
1958,37137,2020-09-08,211,2,1,0,6,0,47,16
1959,37139,2020-09-08,602,26,0,0,5,0,13,65
1960,37141,2020-09-08,802,5,-7,1,4,0,6,8
1961,37143,2020-09-08,151,2,0,0,1,0,7,15
1962,37145,2020-09-08,358,6,1,0,4,0,10,15
1963,37147,2020-09-08,4077,19,33,0,66,0,37,11
1964,37149,2020-09-08,243,7,0,0,2,0,10,34
1965,37151,2020-09-08,2510,45,11,0,11,0,8,31
1966,37153,2020-09-08,741,11,5,0,10,0,22,25
1967,37155,2020-09-08,3862,63,23,0,36,0,28,48
1968,37157,2020-09-08,996,8,5,0,21,0,23,9
1969,37159,2020-09-08,2962,78,17,1,17,2,12,55
1970,37161,2020-09-08,1020,20,2,0,11,0,16,30
1971,37163,2020-09-08,1679,21,4,0,8,0,13,33
1972,37165,2020-09-08,747,8,1,0,11,0,32,23
1973,37167,2020-09-08,1628,52,5,-1,14,3,22,83
1974,37169,2020-09-08,363,3,2,0,4,0,9,7
1975,37171,2020-09-08,1215,19,1,0,7,0,10,26
1976,37173,2020-09-08,135,3,0,0,1,0,7,21
1977,37175,2020-09-08,277,5,0,0,2,0,6,15
1978,37177,2020-09-08,108,2,0,0,0,0,0,50
1979,37179,2020-09-08,4193,52,13,0,29,0,12,22
1980,37181,2020-09-08,952,42,0,0,5,0,11,94
1981,37183,2020-09-08,15887,210,68,0,98,1,9,19
1982,37185,2020-09-08,298,7,1,0,1,0,5,35
1983,37187,2020-09-08,190,6,2,0,1,0,9,52
1984,37189,2020-09-08,498,0,7,0,8,0,14,0
1985,37191,2020-09-08,2931,57,5,0,14,1,11,46
1986,37193,2020-09-08,1083,26,2,0,6,1,9,38
1987,37195,2020-09-08,1862,40,10,0,16,1,20,49
1988,37197,2020-09-08,661,7,2,0,2,0,5,19
1989,37199,2020-09-08,107,0,0,0,2,0,11,0
1990,38001,2020-09-08,9,0,0,0,1,0,45,0
1991,38003,2020-09-08,157,0,4,0,6,0,58,0
1992,38005,2020-09-08,249,4,0,0,2,0,29,59
1993,38007,2020-09-08,7,0,0,0,0,0,0,0
1994,38009,2020-09-08,34,0,0,0,1,0,16,0
1995,38011,2020-09-08,21,0,0,0,1,0,33,0
1996,38013,2020-09-08,25,1,0,0,0,0,0,47
1997,38015,2020-09-08,2348,20,22,0,44,0,46,21
1998,38017,2020-09-08,3894,76,13,0,49,0,27,42
1999,38019,2020-09-08,36,0,0,0,0,0,0,0
2000,38021,2020-09-08,31,0,0,0,1,0,21,0
2001,38023,2020-09-08,6,0,0,0,0,0,0,0
2002,38025,2020-09-08,52,0,0,0,0,0,0,0
2003,38027,2020-09-08,50,0,0,0,2,0,87,0
2004,38029,2020-09-08,34,1,1,0,1,0,31,31
2005,38031,2020-09-08,43,0,0,0,1,0,31,0
2006,38033,2020-09-08,39,0,0,0,1,0,57,0
2007,38035,2020-09-08,1796,12,1,0,41,0,59,17
2008,38037,2020-09-08,9,0,0,0,0,0,0,0
2009,38039,2020-09-08,39,1,0,0,0,0,0,45
2010,38041,2020-09-08,34,0,1,0,1,0,40,0
2011,38043,2020-09-08,38,0,1,0,1,0,40,0
2012,38045,2020-09-08,28,0,0,0,1,0,25,0
2013,38047,2020-09-08,12,0,-1,0,0,0,0,0
2014,38049,2020-09-08,51,1,2,0,1,0,17,17
2015,38051,2020-09-08,45,3,0,0,0,0,0,120
2016,38053,2020-09-08,137,2,0,0,2,0,13,13
2017,38055,2020-09-08,184,2,1,0,2,0,21,21
2018,38057,2020-09-08,51,0,2,0,2,0,24,0
2019,38059,2020-09-08,769,7,8,0,17,0,54,22
2020,38061,2020-09-08,182,1,1,0,1,0,9,9
2021,38063,2020-09-08,34,0,0,0,0,0,0,0
2022,38065,2020-09-08,10,0,0,0,0,0,0,0
2023,38067,2020-09-08,41,0,0,0,1,0,15,0
2024,38069,2020-09-08,30,0,0,0,1,0,25,0
2025,38071,2020-09-08,158,2,0,0,5,0,43,17
2026,38073,2020-09-08,49,0,1,0,1,0,19,0
2027,38075,2020-09-08,11,0,0,0,0,0,0,0
2028,38077,2020-09-08,149,1,0,0,2,0,12,6
2029,38079,2020-09-08,132,3,0,0,2,0,14,21
2030,38081,2020-09-08,20,0,0,0,1,0,26,0
2031,38083,2020-09-08,9,0,0,0,0,0,0,0
2032,38085,2020-09-08,127,3,1,0,1,0,24,71
2033,38087,2020-09-08,7,0,0,0,0,0,0,0
2034,38089,2020-09-08,896,6,1,0,22,0,70,19
2035,38091,2020-09-08,25,0,0,0,1,0,53,0
2036,38093,2020-09-08,355,3,3,0,20,0,97,14
2037,38095,2020-09-08,11,0,0,0,0,0,0,0
2038,38097,2020-09-08,79,0,0,0,1,0,12,0
2039,38099,2020-09-08,156,1,-1,0,2,0,19,9
2040,38101,2020-09-08,594,2,8,0,12,0,18,3
2041,38103,2020-09-08,29,0,0,0,0,0,0,0
2042,38105,2020-09-08,540,4,2,0,14,0,37,11
2043,39001,2020-09-08,96,4,0,0,0,0,0,14
2044,39003,2020-09-08,1244,61,10,0,12,1,12,60
2045,39005,2020-09-08,179,4,0,0,1,0,2,7
2046,39007,2020-09-08,622,46,0,0,1,0,1,47
2047,39009,2020-09-08,437,2,3,0,6,0,9,3
2048,39011,2020-09-08,477,8,6,0,7,0,15,18
2049,39013,2020-09-08,691,27,0,0,1,0,1,40
2050,39015,2020-09-08,239,2,3,0,3,0,7,5
2051,39017,2020-09-08,4837,81,38,1,99,1,26,21
2052,39019,2020-09-08,133,6,-2,0,1,0,4,22
2053,39021,2020-09-08,260,3,0,0,2,0,5,8
2054,39023,2020-09-08,1527,31,3,0,13,0,10,23
2055,39025,2020-09-08,1398,15,5,0,14,0,7,7
2056,39027,2020-09-08,259,11,0,0,1,0,2,26
2057,39029,2020-09-08,1876,69,6,1,5,0,5,68
2058,39031,2020-09-08,223,9,3,0,1,0,3,25
2059,39033,2020-09-08,205,5,0,0,1,0,2,12
2060,39035,2020-09-08,16360,605,43,2,79,3,6,49
2061,39037,2020-09-08,676,36,3,0,8,0,16,70
2062,39039,2020-09-08,237,8,4,1,3,0,8,21
2063,39041,2020-09-08,1802,20,4,0,18,0,9,10
2064,39043,2020-09-08,823,38,1,1,7,0,9,51
2065,39045,2020-09-08,1837,43,13,0,14,0,9,27
2066,39047,2020-09-08,208,5,1,0,2,0,7,18
2067,39049,2020-09-08,23477,570,182,3,210,1,16,43
2068,39051,2020-09-08,203,1,3,0,2,0,5,2
2069,39053,2020-09-08,158,7,2,1,2,0,7,23
2070,39055,2020-09-08,663,46,0,0,6,0,6,49
2071,39057,2020-09-08,1125,20,8,0,19,0,11,12
2072,39059,2020-09-08,141,7,2,0,1,0,3,18
2073,39061,2020-09-08,11826,288,73,0,77,0,9,35
2074,39063,2020-09-08,572,7,0,0,6,0,8,9
2075,39065,2020-09-08,237,13,3,0,2,0,6,41
2076,39067,2020-09-08,37,1,6,0,1,0,7,7
2077,39069,2020-09-08,246,8,2,0,4,1,15,30
2078,39071,2020-09-08,204,3,1,0,2,0,5,7
2079,39073,2020-09-08,148,9,1,0,1,0,4,32
2080,39075,2020-09-08,355,7,0,0,1,0,2,16
2081,39077,2020-09-08,496,6,1,0,2,0,3,10
2082,39079,2020-09-08,185,2,1,0,2,0,6,6
2083,39081,2020-09-08,292,4,0,0,2,0,3,6
2084,39083,2020-09-08,259,15,0,0,2,0,3,24
2085,39085,2020-09-08,1438,45,1,0,16,0,7,20
2086,39087,2020-09-08,494,16,7,0,7,0,12,27
2087,39089,2020-09-08,1698,58,9,0,12,0,7,33
2088,39091,2020-09-08,255,2,-2,0,2,0,4,4
2089,39093,2020-09-08,2181,85,8,1,10,1,3,27
2090,39095,2020-09-08,6737,350,23,2,37,1,9,82
2091,39097,2020-09-08,732,11,5,0,4,0,9,25
2092,39099,2020-09-08,2906,272,5,0,6,1,3,119
2093,39101,2020-09-08,3025,46,1,0,3,0,5,71
2094,39103,2020-09-08,1308,38,4,0,13,0,7,21
2095,39105,2020-09-08,155,4,0,0,4,0,17,17
2096,39107,2020-09-08,910,17,5,0,11,0,27,41
2097,39109,2020-09-08,1149,46,6,2,11,0,10,43
2098,39111,2020-09-08,105,18,0,0,0,0,0,132
2099,39113,2020-09-08,6678,134,34,0,84,0,16,25
2100,39115,2020-09-08,45,0,0,0,0,0,0,0
2101,39117,2020-09-08,236,2,0,0,0,0,0,6
2102,39119,2020-09-08,326,2,3,0,4,0,5,2
2103,39121,2020-09-08,23,0,0,0,0,0,0,0
2104,39123,2020-09-08,459,30,0,0,1,0,2,74
2105,39125,2020-09-08,87,0,3,0,1,0,5,0
2106,39127,2020-09-08,256,9,3,0,3,0,8,25
2107,39129,2020-09-08,2527,44,2,0,5,0,9,75
2108,39131,2020-09-08,115,0,0,0,1,0,4,0
2109,39133,2020-09-08,948,65,8,0,12,0,7,40
2110,39135,2020-09-08,381,7,1,0,4,0,10,17
2111,39137,2020-09-08,422,17,3,0,11,0,32,50
2112,39139,2020-09-08,725,18,1,0,3,0,2,15
2113,39141,2020-09-08,796,16,9,2,12,0,16,21
2114,39143,2020-09-08,533,19,0,0,2,0,3,32
2115,39145,2020-09-08,397,4,0,0,5,0,7,5
2116,39147,2020-09-08,382,13,2,0,3,0,5,24
2117,39149,2020-09-08,439,5,3,1,9,0,19,10
2118,39151,2020-09-08,2471,156,8,0,17,1,5,42
2119,39153,2020-09-08,4725,239,31,3,31,0,6,44
2120,39155,2020-09-08,1780,126,1,0,4,0,2,64
2121,39157,2020-09-08,877,18,0,0,2,0,2,20
2122,39159,2020-09-08,412,1,9,0,5,0,8,2
2123,39161,2020-09-08,102,2,2,0,2,0,7,7
2124,39163,2020-09-08,40,2,0,0,0,0,0,15
2125,39165,2020-09-08,2545,43,17,1,25,0,11,18
2126,39167,2020-09-08,236,23,1,0,1,0,2,38
2127,39169,2020-09-08,831,64,4,0,9,0,8,55
2128,39171,2020-09-08,168,3,0,0,1,0,3,8
2129,39173,2020-09-08,1475,64,10,0,18,0,14,49
2130,39175,2020-09-08,192,11,0,0,1,0,5,51
2131,40001,2020-09-08,505,10,1,0,7,0,32,45
2132,40003,2020-09-08,19,0,0,0,1,0,18,0
2133,40005,2020-09-08,170,1,2,0,8,0,58,7
2134,40007,2020-09-08,45,0,1,0,0,0,0,0
2135,40009,2020-09-08,138,1,3,0,2,0,9,5
2136,40011,2020-09-08,88,1,1,0,2,0,21,11
2137,40013,2020-09-08,669,3,13,0,9,0,19,6
2138,40015,2020-09-08,606,20,8,0,5,0,17,70
2139,40017,2020-09-08,1644,13,10,0,14,0,9,9
2140,40019,2020-09-08,436,7,7,0,3,0,6,15
2141,40021,2020-09-08,791,7,8,0,15,0,31,14
2142,40023,2020-09-08,259,2,1,0,2,0,14,14
2143,40025,2020-09-08,19,0,5,0,1,0,47,0
2144,40027,2020-09-08,4551,66,40,0,80,0,28,23
2145,40029,2020-09-08,63,0,0,0,1,0,18,0
2146,40031,2020-09-08,1304,11,9,0,6,0,5,9
2147,40033,2020-09-08,51,2,1,0,3,0,53,35
2148,40035,2020-09-08,175,1,6,0,7,0,49,7
2149,40037,2020-09-08,904,22,14,0,11,0,15,31
2150,40039,2020-09-08,369,0,14,0,5,0,17,0
2151,40041,2020-09-08,595,22,5,0,7,0,16,51
2152,40043,2020-09-08,24,1,0,0,0,0,0,20
2153,40045,2020-09-08,6,0,0,0,0,0,0,0
2154,40047,2020-09-08,1184,14,19,0,27,0,44,23
2155,40049,2020-09-08,284,4,5,0,3,0,11,14
2156,40051,2020-09-08,583,7,15,0,7,0,13,13
2157,40053,2020-09-08,30,0,3,0,1,0,23,0
2158,40055,2020-09-08,91,8,0,0,0,0,0,140
2159,40057,2020-09-08,40,0,0,0,0,0,0,0
2160,40059,2020-09-08,22,0,1,0,1,0,27,0
2161,40061,2020-09-08,191,4,10,0,3,0,24,32
2162,40063,2020-09-08,238,4,2,0,3,0,23,30
2163,40065,2020-09-08,626,9,3,0,4,0,16,37
2164,40067,2020-09-08,37,0,0,0,0,0,0,0
2165,40069,2020-09-08,120,2,3,0,4,0,36,18
2166,40071,2020-09-08,374,12,9,0,7,0,16,28
2167,40073,2020-09-08,289,2,3,0,4,0,25,13
2168,40075,2020-09-08,52,1,0,0,1,0,11,11
2169,40077,2020-09-08,117,2,0,0,1,0,10,20
2170,40079,2020-09-08,789,10,40,0,17,0,34,20
2171,40081,2020-09-08,334,9,6,0,4,0,11,26
2172,40083,2020-09-08,331,1,3,0,4,0,8,2
2173,40085,2020-09-08,130,1,2,0,3,0,29,10
2174,40087,2020-09-08,639,4,12,0,8,0,20,10
2175,40089,2020-09-08,1109,31,10,0,11,0,34,94
2176,40091,2020-09-08,252,4,3,0,2,0,10,20
2177,40093,2020-09-08,57,1,0,0,1,0,13,13
2178,40095,2020-09-08,140,1,2,0,1,0,6,6
2179,40097,2020-09-08,469,10,2,0,7,0,17,24
2180,40099,2020-09-08,97,1,2,0,1,0,7,7
2181,40101,2020-09-08,1476,17,11,0,21,0,31,25
2182,40103,2020-09-08,118,2,0,0,2,0,18,18
2183,40105,2020-09-08,117,1,2,0,2,0,20,10
2184,40107,2020-09-08,111,3,2,0,1,0,8,25
2185,40109,2020-09-08,14416,168,144,0,121,2,15,21
2186,40111,2020-09-08,678,5,5,0,8,0,21,13
2187,40113,2020-09-08,710,12,6,0,9,0,19,26
2188,40115,2020-09-08,638,4,15,0,15,0,48,13
2189,40117,2020-09-08,230,3,1,0,2,0,12,18
2190,40119,2020-09-08,1557,5,24,0,52,0,64,6
2191,40121,2020-09-08,651,18,5,0,8,0,18,41
2192,40123,2020-09-08,269,3,5,0,4,0,10,8
2193,40125,2020-09-08,970,9,11,0,14,0,19,12
2194,40127,2020-09-08,131,1,0,0,1,0,9,9
2195,40129,2020-09-08,14,1,0,0,0,0,0,28
2196,40131,2020-09-08,1454,42,18,0,19,0,21,45
2197,40133,2020-09-08,354,5,7,0,4,0,16,21
2198,40135,2020-09-08,636,8,4,0,8,0,19,19
2199,40137,2020-09-08,279,4,10,0,4,0,9,9
2200,40139,2020-09-08,1252,7,16,0,13,0,65,35
2201,40141,2020-09-08,72,1,0,0,0,0,0,14
2202,40143,2020-09-08,14473,140,202,1,157,1,24,21
2203,40145,2020-09-08,1250,23,22,0,12,0,15,28
2204,40147,2020-09-08,888,40,2,0,13,0,25,78
2205,40149,2020-09-08,45,0,2,0,0,0,0,0
2206,40151,2020-09-08,31,0,1,0,1,0,11,0
2207,40153,2020-09-08,132,0,9,0,5,0,25,0
2208,41001,2020-09-08,86,2,0,0,2,0,12,12
2209,41003,2020-09-08,228,6,1,0,2,0,2,6
2210,41005,2020-09-08,2095,58,16,0,17,0,4,14
2211,41007,2020-09-08,97,0,0,0,0,0,0,0
2212,41009,2020-09-08,136,1,0,0,1,0,2,2
2213,41011,2020-09-08,126,0,0,0,1,0,2,0
2214,41013,2020-09-08,58,1,1,0,0,0,0,4
2215,41015,2020-09-08,23,0,0,0,0,0,0,0
2216,41017,2020-09-08,705,11,1,0,2,0,1,6
2217,41019,2020-09-08,182,3,0,0,1,0,1,3
2218,41021,2020-09-08,4,0,0,0,0,0,0,0
2219,41023,2020-09-08,8,0,0,0,0,0,0,0
2220,41025,2020-09-08,12,0,0,0,0,0,0,0
2221,41027,2020-09-08,238,0,0,0,0,0,0,0
2222,41029,2020-09-08,921,3,17,0,14,0,6,1
2223,41031,2020-09-08,476,7,2,0,2,0,8,28
2224,41033,2020-09-08,171,2,0,0,2,0,2,2
2225,41035,2020-09-08,236,2,0,0,0,0,0,3
2226,41037,2020-09-08,30,0,0,0,0,0,0,0
2227,41039,2020-09-08,801,9,6,1,11,0,3,2
2228,41041,2020-09-08,470,13,0,0,1,0,2,26
2229,41043,2020-09-08,405,13,0,0,2,0,2,10
2230,41045,2020-09-08,1299,20,4,0,16,0,52,65
2231,41047,2020-09-08,4085,85,24,3,31,1,9,24
2232,41049,2020-09-08,459,3,4,0,3,0,26,26
2233,41051,2020-09-08,6343,124,41,0,41,1,5,15
2234,41053,2020-09-08,458,15,5,0,4,0,5,17
2235,41055,2020-09-08,18,0,0,0,0,0,0,0
2236,41057,2020-09-08,43,0,0,0,1,0,4,0
2237,41059,2020-09-08,2795,39,10,0,14,0,18,50
2238,41061,2020-09-08,423,2,0,0,0,0,0,7
2239,41063,2020-09-08,23,1,0,0,0,0,0,14
2240,41065,2020-09-08,223,3,1,0,2,0,7,11
2241,41067,2020-09-08,3996,49,22,0,25,0,4,8
2242,41069,2020-09-08,0,0,0,0,0,0,0,0
2243,41071,2020-09-08,683,14,11,0,6,0,6,13
2244,42001,2020-09-08,715,24,4,0,10,0,10,23
2245,42003,2020-09-08,10847,327,37,0,67,2,6,27
2246,42005,2020-09-08,353,12,1,0,5,0,8,19
2247,42007,2020-09-08,1714,102,4,0,14,1,9,62
2248,42009,2020-09-08,181,5,2,0,2,0,4,10
2249,42011,2020-09-08,6344,385,32,0,36,0,9,91
2250,42013,2020-09-08,498,13,2,0,5,0,4,11
2251,42015,2020-09-08,103,3,1,0,1,0,2,5
2252,42017,2020-09-08,8093,590,9,0,38,1,6,94
2253,42019,2020-09-08,880,19,1,0,13,0,7,10
2254,42021,2020-09-08,504,6,4,0,5,0,4,5
2255,42023,2020-09-08,8,0,0,0,0,0,0,0
2256,42025,2020-09-08,432,28,1,0,1,0,2,44
2257,42027,2020-09-08,686,11,12,0,28,0,17,7
2258,42029,2020-09-08,6030,360,209,1,44,0,8,69
2259,42031,2020-09-08,102,3,0,0,1,0,3,8
2260,42033,2020-09-08,265,1,9,0,5,0,6,1
2261,42035,2020-09-08,160,5,0,0,3,0,8,13
2262,42037,2020-09-08,798,35,7,0,18,0,28,54
2263,42039,2020-09-08,237,2,1,0,3,0,4,2
2264,42041,2020-09-08,1619,73,11,0,10,0,4,29
2265,42043,2020-09-08,3479,166,13,0,18,0,6,60
2266,42045,2020-09-08,10692,734,33,6,38,1,7,130
2267,42047,2020-09-08,65,2,0,0,0,0,0,7
2268,42049,2020-09-08,1395,36,2,0,5,0,2,13
2269,42051,2020-09-08,714,6,-1,0,3,0,2,5
2270,42053,2020-09-08,14,0,0,0,0,0,0,0
2271,42055,2020-09-08,1583,47,7,0,8,0,5,30
2272,42057,2020-09-08,38,2,0,0,1,0,7,14
2273,42059,2020-09-08,150,1,0,0,1,0,3,3
2274,42061,2020-09-08,388,5,1,0,3,0,7,11
2275,42063,2020-09-08,472,11,3,0,6,0,7,13
2276,42065,2020-09-08,100,2,0,0,0,0,0,5
2277,42067,2020-09-08,157,6,1,0,1,0,4,24
2278,42069,2020-09-08,2210,214,5,0,17,0,8,102
2279,42071,2020-09-08,7108,441,39,0,46,1,8,81
2280,42073,2020-09-08,474,21,0,0,1,0,1,25
2281,42075,2020-09-08,1783,57,6,0,7,0,5,40
2282,42077,2020-09-08,5307,345,-1,0,14,0,4,93
2283,42079,2020-09-08,3898,189,4,0,16,0,5,60
2284,42081,2020-09-08,563,23,3,0,5,0,4,20
2285,42083,2020-09-08,41,2,0,0,0,0,0,5
2286,42085,2020-09-08,607,13,7,0,8,0,7,12
2287,42087,2020-09-08,175,1,1,0,2,0,4,2
2288,42089,2020-09-08,1742,129,3,0,4,0,2,76
2289,42091,2020-09-08,11434,864,42,1,49,0,6,104
2290,42093,2020-09-08,150,5,3,0,2,0,11,27
2291,42095,2020-09-08,4176,302,3,1,8,0,3,99
2292,42097,2020-09-08,767,39,1,0,11,1,12,43
2293,42099,2020-09-08,183,6,3,0,1,0,2,13
2294,42101,2020-09-08,34742,1763,43,0,119,2,8,111
2295,42103,2020-09-08,547,21,0,0,1,0,2,38
2296,42105,2020-09-08,25,0,0,0,0,0,0,0
2297,42107,2020-09-08,1019,51,4,0,4,0,3,36
2298,42109,2020-09-08,186,3,2,0,3,0,7,7
2299,42111,2020-09-08,183,3,1,0,2,0,3,4
2300,42113,2020-09-08,10,0,0,0,0,0,0,0
2301,42115,2020-09-08,281,28,0,0,2,0,5,69
2302,42117,2020-09-08,50,3,1,0,0,0,0,7
2303,42119,2020-09-08,414,6,-3,0,4,0,9,13
2304,42121,2020-09-08,74,1,0,0,1,0,2,2
2305,42123,2020-09-08,37,1,0,0,1,0,3,3
2306,42125,2020-09-08,1150,28,8,0,12,0,6,14
